Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
4.4135E-4,84.532458787,0.828861023,0.033139363,0.76119403,0.681818182
4.42075E-4,84.753359819,0.829356457,0.032646218,0.766169154,0.681818182
4.43279E-4,85.018952384,0.830176427,0.032054443,0.766169154,0.696969697
4.4387E-4,85.285188251,0.830577254,0.031462669,0.766169154,0.696969697
4.44713E-4,85.507395549,0.831147593,0.030969524,0.766169154,0.696969697
4.4577E-4,85.81914612,0.831859434,0.03027912,0.766169154,0.696969697
4.46502E-4,86.042252935,0.83235101,0.029785975,0.766169154,0.696969697
4.47868E-4,86.265870009,0.833264886,0.02929283,0.766169154,0.696969697
4.48506E-4,86.534826724,0.833689753,0.028701055,0.776119403,0.712121212
4.49417E-4,86.759367251,0.834294341,0.02820791,0.776119403,0.712121212
4.49872E-4,87.029222924,0.834595929,0.027616136,0.776119403,0.712121212
4.5006E-4,87.25421271,0.834720551,0.02712299,0.776119403,0.712121212
4.5066E-4,87.524497064,0.835116567,0.026531216,0.776119403,0.712121212
4.51647E-4,87.750143061,0.835765762,0.026038071,0.776119403,0.712121212
4.52803E-4,88.021436647,0.836523901,0.025446296,0.781094527,0.712121212
4.53345E-4,88.293310726,0.836877342,0.024854522,0.781094527,0.712121212
4.53857E-4,88.520173747,0.837211565,0.024361377,0.781094527,0.727272727
4.54741E-4,88.79271008,0.83778588,0.023769603,0.791044776,0.727272727
4.55583E-4,89.004710598,0.838331415,0.023276457,0.791044776,0.727272727
4.5592E-4,89.293827601,0.838549171,0.022684683,0.7960199,0.757575758
4.56149E-4,89.521850845,0.838697013,0.022191538,0.7960199,0.757575758
4.56665E-4,89.750123172,0.83902955,0.021698392,0.7960199,0.757575758
4.57158E-4,90.024294034,0.839346726,0.021106618,0.7960199,0.757575758
4.57771E-4,90.253082402,0.839740198,0.020613473,0.7960199,0.757575758
4.58423E-4,90.52789592,0.840157582,0.020021698,0.800995025,0.757575758
4.58859E-4,90.75722996,0.840435566,0.019528553,0.800995025,0.757575758
4.59708E-4,91.032859943,0.840977038,0.018936779,0.800995025,0.757575758
4.6028E-4,91.262976544,0.841339905,0.018443633,0.800995025,0.757575758
4.61238E-4,91.539476743,0.841946732,0.017851859,0.805970149,0.757575758
4.61984E-4,91.770247668,0.84241811,0.017358714,0.815920398,0.757575758
4.62475E-4,92.001401723,0.842726903,0.016865569,0.825870647,0.757575758
4.62907E-4,92.27908612,0.842998833,0.016273794,0.84079602,0.787878788
4.63711E-4,92.5106931,0.84350289,0.015780649,0.84079602,0.787878788
4.63961E-4,92.788975206,0.843659156,0.015090246,0.84079602,0.803030303
4.64402E-4,93.02110601,0.843934332,0.014695729,0.845771144,0.803030303
4.64592E-4,93.253339613,0.844053271,0.014202584,0.845771144,0.803030303
4.64995E-4,93.532178783,0.844304063,0.01361081,0.860696517,0.818181818
4.65696E-4,93.764897809,0.844739985,0.013117664,0.860696517,0.818181818
4.66138E-4,94.04444526,0.845014276,0.01252589,0.865671642,0.833333333
4.66435E-4,94.277600225,0.845198244,0.012032745,0.865671642,0.833333333
4.67046E-4,94.510987208,0.845576339,0.0115396,0.865671642,0.833333333
4.67321E-4,94.7913173,0.845745854,0.010947825,0.870646766,0.833333333
4.68132E-4,95.025258566,0.846245805,0.01045468,0.870646766,0.833333333
4.68577E-4,95.306231446,0.846518859,0.009862906,0.875621891,0.833333333
4.69045E-4,95.540622045,0.846805786,0.00936976,0.875621891,0.833333333
4.69274E-4,95.775195584,0.846946416,0.008876615,0.875621891,0.833333333
4.69497E-4,96.009874222,0.84708268,0.00838347,0.875621891,0.833333333
4.70359E-4,96.291849357,0.8476088,0.007791695,0.885572139,0.833333333
4.71275E-4,96.52726902,0.848166452,0.00729855,0.900497512,0.848484848
4.71895E-4,96.763077226,0.84854249,0.006805405,0.900497512,0.848484848
4.72619E-4,97.046445799,0.848980115,0.006213631,0.900497512,0.848484848
4.73067E-4,97.282843922,0.84925088,0.005720485,0.900497512,0.863636364
4.73299E-4,97.519446314,0.849390455,0.00522734,0.905472637,0.863636364
4.74191E-4,97.756362538,0.849926789,0.004734195,0.905472637,0.863636364
4.75317E-4,98.041271781,0.850601261,0.00414242,0.910447761,0.863636364
4.76422E-4,98.279239945,0.851260387,0.003649275,0.915422886,0.924242424
4.76649E-4,98.517480778,0.851394826,0.00315613,0.915422886,0.924242424
4.77338E-4,98.755969155,0.851804131,0.002662985,0.92039801,0.924242424
4.78234E-4,99.186008443,0.852334279,0.001775323,0.945273632,0.954545455
4.78258E-4,99.329481015,0.852348136,0.001479436,0.960199005,0.96969697
4.78485E-4,99.520847425,0.852482106,0.00108492,0.970149254,0.984848485
4.78939E-4,99.760212221,0.852749873,0.000591774,0.995024876,1
